NCESSCH School ID,CT Unemployment Rate,CT Pct Adults with College Degree,CT Pct Childre In Married Couple Family,CT Median Household Income,School ACT average (or equivalent if SAT score),School Pct Free and Reduced Lunch
2.60017E+11,33%,52%,11%,31944,16.20,85%
2.60017E+11,28%,45%,15%,27846,16.70,69%
2.60017E+11,29%,50%,8%,25987,14.90,67%
2.60017E+11,5%,62%,75%,56525,17.80,48%
2.60017E+11,12%,66%,39%,45455,14.80,98%
2.60019E+11,37%,100%,,,20.70,42%
2.6002E+11,41%,29%,7%,15510,17.60,79%
2.60021E+11,12%,50%,60%,40612,17.80,29%
2.60021E+11,8%,58%,75%,61250,16.50,81%
2.60022E+11,20%,47%,73%,37244,15.30,90%
2.60022E+11,11%,55%,66%,43529,18.00,47%
2.60023E+11,16%,58%,61%,59605,20.40,35%
2.60023E+11,24%,34%,68%,22139,15.30,74%
2.60023E+11,18%,57%,76%,40349,19.20,85%
2.60023E+11,28%,46%,11%,12019,17.20,61%
2.60024E+11,22%,19%,80%,21806,16.00,100%
2.60024E+11,46%,47%,22%,14948,14.30,100%
2.60024E+11,46%,47%,15%,21538,15.70,78%
2.60026E+11,19%,47%,75%,25355,16.00,81%
2.60027E+11,6%,65%,68%,42720,21.20,23%
2.60027E+11,11%,62%,58%,53323,18.80,28%
2.60028E+11,25%,36%,41%,32217,19.00,51%
2.60028E+11,13%,56%,75%,52569,20.00,39%
2.60028E+11,12%,73%,40%,45553,15.50,90%
2.60029E+11,24%,47%,73%,27289,17.80,90%
2.6003E+11,21%,76%,57%,50635,15.90,62%
2.6003E+11,29%,29%,81%,18163,16.60,99%
2.60032E+11,18%,57%,70%,32172,15.90,69%
2.60095E+11,31%,51%,26%,15976,18.40,58%
2.60095E+11,16%,33%,6%,14460,13.30,99%
2.60096E+11,17%,94%,62%,21139,16.30,76%
2.60096E+11,10%,60%,4%,22813,15.80,75%
2.60097E+11,12%,56%,54%,31157,18.10,71%
2.60097E+11,6%,93%,85%,87825,19.40,48%
2.60097E+11,22%,39%,53%,26092,17.60,59%
2.60098E+11,12%,71%,75%,40149,23.40,39%
2.60098E+11,7%,74%,61%,42945,17.70,26%
2.60099E+11,21%,45%,28%,32911,13.30,77%
2.60099E+11,2%,80%,76%,100083,21.60,25%
2.60099E+11,23%,49%,40%,21229,21.30,14%
2.60099E+11,26%,63%,25%,24250,15.70,79%
2.601E+11,30%,54%,9%,28125,14.50,70%
2.601E+11,33%,36%,17%,25544,13.60,73%
2.601E+11,29%,53%,22%,28849,13.30,74%
2.601E+11,29%,48%,33%,30211,14.10,68%
2.601E+11,38%,45%,21%,23594,13.40,75%
2.601E+11,32%,58%,6%,18554,13.40,70%
2.60101E+11,21%,43%,0%,10855,14.80,73%
2.60102E+11,6%,93%,85%,87825,16.60,43%
2.60102E+11,27%,20%,61%,30330,13.40,94%
2.60103E+11,31%,45%,36%,28810,13.40,83%
2.60105E+11,6%,93%,85%,87825,17.90,49%
2.60107E+11,27%,31%,35%,16908,12.90,98%
2.60107E+11,11%,64%,38%,42100,18.50,66%
2.60192E+11,8%,56%,77%,50322,18.20,32%
2.60195E+11,14%,59%,74%,35741,19.50,44%
2.60198E+11,13%,60%,72%,51757,20.10,30%
2.60216E+11,14%,46%,70%,36744,19.60,43%
2.60219E+11,11%,42%,73%,45506,18.60,30%
2.60252E+11,8%,59%,54%,70521,20.60,22%
2.60255E+11,8%,67%,77%,57361,20.90,16%
2.60264E+11,15%,72%,45%,33543,20.00,36%
2.60267E+11,13%,60%,84%,62275,20.30,16%
2.60273E+11,10%,61%,59%,27381,19.50,32%
2.60279E+11,4%,70%,90%,89473,19.90,17%
2.60282E+11,3%,94%,74%,57938,24.70,14%
2.60282E+11,12%,95%,89%,92417,23.70,19%
2.60282E+11,1%,97%,87%,145347,24.50,14%
2.60324E+11,8%,66%,83%,74866,19.80,13%
2.60351E+11,10%,49%,72%,52108,20.40,41%
2.60354E+11,13%,55%,66%,38750,17.50,58%
2.60357E+11,18%,51%,76%,36161,17.30,57%
2.6036E+11,15%,46%,76%,37901,18.10,53%
2.60369E+11,7%,76%,69%,57213,20.90,20%
2.60381E+11,14%,46%,50%,22614,16.10,83%
2.60387E+11,11%,42%,70%,35332,17.00,62%
2.6039E+11,8%,62%,53%,44221,20.20,35%
2.60402E+11,9%,64%,87%,53438,19.20,39%
2.60417E+11,5%,83%,82%,68663,19.80,21%
2.60426E+11,24%,52%,57%,33382,18.10,49%
2.60426E+11,8%,61%,78%,60531,19.70,21%
2.60429E+11,11%,49%,72%,46917,21.00,21%
2.60444E+11,12%,50%,67%,36960,18.40,45%
2.60447E+11,11%,66%,76%,56170,20.60,15%
2.6045E+11,34%,57%,37%,29102,15.20,79%
2.60453E+11,12%,48%,64%,41713,18.60,45%
2.60462E+11,6%,60%,73%,44365,18.40,32%
2.60465E+11,9%,52%,79%,50447,17.70,47%
2.60474E+11,23%,37%,54%,37588,17.60,75%
2.6048E+11,11%,60%,81%,51280,16.90,49%
2.60483E+11,22%,35%,20%,22696,14.10,86%
2.60495E+11,14%,51%,70%,47022,20.70,41%
2.60501E+11,5%,90%,90%,94094,21.60,20%
2.60543E+11,8%,92%,72%,45750,19.10,41%
2.60569E+11,13%,57%,78%,39948,17.90,48%
2.60578E+11,18%,76%,69%,30230,20.70,39%
2.60582E+11,9%,65%,68%,59491,19.30,33%
2.60585E+11,4%,96%,78%,157109,25.00,4%
2.60585E+11,7%,91%,79%,86142,23.20,9%
2.606E+11,7%,71%,48%,48569,21.60,21%
2.60609E+11,10%,95%,91%,148616,29.20,4%
2.60609E+11,7%,93%,73%,107098,23.50,8%
2.60627E+11,10%,48%,75%,49857,20.20,72%
2.6065E+11,7%,65%,65%,51964,20.20,26%
2.60657E+11,11%,65%,68%,56250,19.70,29%
2.6066E+11,11%,49%,76%,35759,18.60,45%
2.60663E+11,10%,47%,70%,45703,19.40,40%
2.60672E+11,6%,47%,42%,36598,21.20,25%
2.60678E+11,18%,53%,63%,38188,15.60,58%
2.60684E+11,7%,65%,73%,51181,21.50,23%
2.60687E+11,7%,74%,61%,42945,22.70,7%
2.6069E+11,12%,63%,62%,47634,20.30,40%
2.60693E+11,6%,60%,85%,61932,20.00,30%
2.60696E+11,13%,42%,58%,39597,19.30,45%
2.60699E+11,7%,52%,73%,60024,21.30,27%
2.60704E+11,10%,48%,87%,52981,21.20,46%
2.60708E+11,13%,62%,65%,57262,19.40,31%
2.60714E+11,7%,52%,70%,45507,19.80,35%
2.60717E+11,14%,53%,79%,41335,18.30,44%
2.60732E+11,10%,68%,82%,63125,20.50,33%
2.60753E+11,12%,50%,76%,56891,20.10,25%
2.60756E+11,5%,65%,78%,62288,21.40,19%
2.60759E+11,15%,52%,53%,28977,20.80,31%
2.60762E+11,4%,74%,85%,78750,21.90,12%
2.60769E+11,8%,60%,58%,37235,20.40,37%
2.60771E+11,12%,34%,70%,37447,16.40,48%
2.6078E+11,17%,43%,60%,45583,18.70,29%
2.60789E+11,17%,51%,17%,15860,17.90,75%
2.60789E+11,24%,60%,34%,40694,17.60,54%
2.60789E+11,,,,,22.80,28%
2.60804E+11,11%,59%,71%,33750,19.30,38%
2.60807E+11,15%,55%,77%,43750,18.70,-2%
2.60813E+11,14%,46%,75%,42615,18.10,40%
2.60816E+11,9%,51%,58%,43288,20.30,44%
2.6084E+11,8%,62%,62%,45753,19.60,44%
2.60843E+11,10%,49%,57%,33464,17.30,58%
2.60852E+11,12%,50%,60%,40612,20.20,31%
2.60858E+11,12%,56%,54%,31157,18.60,55%
2.60864E+11,19%,51%,48%,36221,19.40,40%
2.60867E+11,8%,55%,80%,55905,19.30,34%
2.60873E+11,7%,65%,46%,32157,20.70,29%
2.60877E+11,13%,62%,48%,43897,18.80,29%
2.60891E+11,21%,46%,63%,24527,19.90,45%
2.60894E+11,4%,86%,88%,66731,23.30,7%
2.60915E+11,11%,52%,67%,42065,20.10,31%
2.60956E+11,16%,45%,61%,39103,19.80,49%
2.60957E+11,6%,66%,76%,69082,20.60,13%
2.60957E+11,9%,78%,76%,61712,19.70,26%
2.60957E+11,9%,74%,83%,81332,26.80,10%
2.60975E+11,14%,52%,39%,30625,19.90,33%
2.60984E+11,5%,81%,83%,46481,18.20,43%
2.60993E+11,16%,71%,84%,52304,19.70,27%
2.61002E+11,8%,60%,53%,50764,17.40,26%
2.61005E+11,8%,62%,71%,54859,20.20,27%
2.61008E+11,16%,58%,64%,46453,15.90,72%
2.61011E+11,23%,59%,52%,31136,19.00,34%
2.61014E+11,6%,58%,62%,35245,19.60,38%
2.6102E+11,11%,48%,65%,42021,18.60,36%
2.61038E+11,9%,56%,71%,57625,18.50,39%
2.61041E+11,12%,49%,80%,43480,17.50,44%
2.61056E+11,14%,54%,79%,38459,19.50,49%
2.61059E+11,8%,67%,61%,46412,19.10,46%
2.61062E+11,7%,61%,51%,54556,19.70,32%
2.61065E+11,13%,68%,88%,57392,19.10,36%
2.61075E+11,11%,44%,60%,46795,19.40,43%
2.61083E+11,7%,62%,66%,50921,21.00,21%
2.61086E+11,11%,62%,66%,38654,18.90,37%
2.61103E+11,15%,53%,64%,45000,21.10,46%
2.61114E+11,13%,47%,69%,46103,19.40,36%
2.61119E+11,8%,56%,79%,37298,19.30,39%
2.6114E+11,,,,,20.10,22%
2.61143E+11,17%,67%,58%,29375,21.30,25%
2.61155E+11,4%,85%,75%,86458,22.70,11%
2.6116E+11,11%,85%,52%,39363,20.70,42%
2.6116E+11,5%,62%,75%,56525,19.60,50%
2.6116E+11,10%,34%,83%,28090,18.20,74%
2.6116E+11,18%,69%,78%,27212,22.40,53%
2.61161E+11,16%,45%,72%,45814,19.40,55%
2.61164E+11,26%,43%,23%,23438,15.00,68%
2.61164E+11,26%,43%,23%,23438,16.00,64%
2.61167E+11,12%,54%,61%,46852,19.40,50%
2.6117E+11,14%,42%,63%,40000,18.60,42%
2.61191E+11,10%,53%,47%,47195,18.80,42%
2.612E+11,23%,42%,9%,28750,17.60,73%
2.612E+11,20%,62%,22%,19286,15.60,55%
2.612E+11,31%,30%,27%,18088,16.60,81%
2.612E+11,17%,32%,,8733,19.30,64%
2.612E+11,31%,51%,26%,15976,15.30,76%
2.612E+11,28%,44%,29%,10757,13.40,81%
2.612E+11,26%,25%,47%,18750,16.20,70%
2.612E+11,11%,54%,43%,31563,21.00,55%
2.612E+11,22%,60%,27%,19478,15.20,83%
2.612E+11,34%,46%,61%,14340,15.00,74%
2.612E+11,23%,55%,5%,32681,14.30,89%
2.612E+11,20%,48%,30%,32431,14.00,79%
2.612E+11,23%,55%,5%,32681,13.60,84%
2.612E+11,23%,55%,5%,32681,14.60,82%
2.612E+11,20%,48%,30%,32431,13.90,74%
2.612E+11,20%,48%,30%,32431,13.60,83%
2.612E+11,32%,67%,7%,24138,17.40,83%
2.612E+11,18%,66%,40%,38190,13.90,76%
2.61203E+11,6%,86%,77%,72083,23.30,6%
2.61215E+11,10%,71%,51%,41909,18.30,55%
2.61224E+11,11%,66%,83%,66645,19.20,26%
2.6123E+11,11%,57%,70%,52747,19.90,23%
2.61233E+11,10%,51%,73%,48093,19.00,36%
2.61242E+11,13%,53%,69%,41410,21.30,25%
2.61242E+11,11%,67%,70%,50980,21.40,18%
2.61245E+11,11%,65%,28%,36757,15.60,76%
2.61248E+11,4%,95%,89%,106738,24.70,5%
2.61254E+11,11%,56%,61%,44266,18.20,43%
2.61256E+11,9%,36%,84%,33083,19.00,42%
2.6126E+11,6%,86%,58%,13540,22.40,24%
2.61269E+11,18%,47%,70%,38654,20.10,25%
2.61281E+11,8%,92%,72%,45750,17.10,81%
2.61293E+11,33%,31%,38%,31027,14.40,87%
2.61296E+11,10%,56%,67%,37943,17.70,49%
2.61299E+11,10%,56%,82%,52833,21.00,23%
2.61305E+11,4%,77%,58%,58438,21.80,25%
2.61309E+11,7%,51%,63%,44122,19.70,33%
2.6135E+11,20%,65%,59%,26850,21.00,27%
2.61353E+11,11%,68%,47%,52277,19.90,25%
2.61356E+11,11%,47%,70%,41620,16.60,57%
2.61407E+11,8%,81%,68%,58231,21.50,15%
2.61407E+11,6%,82%,72%,66974,22.40,13%
2.61407E+11,9%,75%,43%,37863,20.50,26%
2.6141E+11,16%,48%,65%,38264,17.60,59%
2.61423E+11,8%,32%,60%,35304,17.30,49%
2.61425E+11,14%,66%,64%,44696,21.00,17%
2.61428E+11,9%,76%,27%,49089,16.70,69%
2.61428E+11,5%,80%,75%,61313,19.00,50%
2.61446E+11,11%,59%,72%,45754,16.90,69%
2.61452E+11,37%,61%,13%,25946,14.10,88%
2.61452E+11,16%,65%,28%,24673,16.60,71%
2.61455E+11,12%,67%,73%,49306,20.20,26%
2.61457E+11,7%,65%,80%,61864,18.50,51%
2.61461E+11,2%,87%,93%,123639,23.10,8%
2.61461E+11,5%,89%,92%,115765,23.60,7%
2.61461E+11,5%,91%,88%,84107,22.80,11%
2.61469E+11,11%,53%,51%,47054,19.30,42%
2.6147E+11,6%,64%,83%,64583,21.50,11%
2.61473E+11,9%,54%,59%,44278,19.80,23%
2.61476E+11,4%,80%,86%,51023,22.50,9%
2.61479E+11,9%,53%,53%,42788,20.40,36%
2.61482E+11,13%,67%,74%,51858,19.80,31%
2.61506E+11,5%,66%,73%,69697,20.80,12%
2.61515E+11,15%,64%,70%,42132,20.50,31%
2.61539E+11,12%,77%,78%,59907,19.30,32%
2.61542E+11,7%,55%,78%,50243,19.10,26%
2.61545E+11,13%,67%,75%,60853,20.50,39%
2.61554E+11,8%,49%,87%,48115,18.50,34%
2.61573E+11,13%,57%,54%,33684,20.70,35%
2.61575E+11,14%,53%,64%,41378,18.20,64%
2.61583E+11,12%,71%,60%,38796,20.80,47%
2.61587E+11,12%,57%,60%,64677,19.60,21%
2.61597E+11,6%,61%,67%,43658,20.00,24%
2.61599E+11,10%,52%,68%,31188,19.80,41%
2.61602E+11,7%,65%,79%,52083,20.40,28%
2.61605E+11,10%,48%,75%,49857,19.90,38%
2.61608E+11,12%,31%,34%,39354,17.00,76%
2.61611E+11,13%,37%,74%,42237,17.00,73%
2.61632E+11,9%,67%,71%,68056,20.80,12%
2.61635E+11,12%,74%,64%,38831,21.10,22%
2.61638E+11,6%,83%,77%,91512,21.50,22%
2.61641E+11,11%,65%,77%,48929,20.60,15%
2.61644E+11,13%,75%,80%,49432,16.00,76%
2.61644E+11,15%,37%,28%,24116,26.40,33%
2.61644E+11,27%,31%,35%,16908,16.80,71%
2.61644E+11,9%,86%,76%,19788,16.50,77%
2.61647E+11,7%,60%,52%,46439,21.40,22%
2.61683E+11,9%,78%,84%,61250,19.30,21%
2.61722E+11,5%,82%,85%,86207,22.70,7%
2.61725E+11,6%,80%,83%,62288,21.70,15%
2.61737E+11,20%,51%,79%,39931,18.00,67%
2.6174E+11,8%,48%,67%,48680,21.50,14%
2.61752E+11,18%,36%,88%,33008,16.10,91%
2.61755E+11,5%,71%,61%,27904,21.60,23%
2.61764E+11,7%,60%,74%,58690,20.70,23%
2.6177E+11,10%,82%,77%,62208,24.00,21%
2.61773E+11,6%,65%,78%,60904,19.10,28%
2.61776E+11,12%,66%,39%,45455,16.00,65%
2.61782E+11,22%,50%,59%,28892,17.30,61%
2.61786E+11,13%,51%,62%,33438,17.70,52%
2.61788E+11,13%,42%,49%,37014,19.60,61%
2.61791E+11,5%,77%,92%,84265,21.80,9%
2.61794E+11,9%,88%,49%,43638,22.20,15%
2.61797E+11,13%,53%,64%,43140,19.30,34%
2.61803E+11,14%,46%,57%,28357,19.10,62%
2.61818E+11,6%,63%,79%,61196,20.50,24%
2.61827E+11,12%,47%,73%,41885,18.70,46%
2.61836E+11,14%,48%,81%,38679,19.20,47%
2.61839E+11,8%,54%,66%,38958,20.50,40%
2.61842E+11,10%,44%,52%,41226,19.30,45%
2.61845E+11,13%,57%,65%,56899,20.60,30%
2.61848E+11,7%,80%,74%,88578,19.90,24%
2.61851E+11,14%,51%,57%,46368,18.70,50%
2.61854E+11,15%,42%,53%,42500,19.30,41%
2.61857E+11,10%,52%,81%,51838,20.80,20%
2.6186E+11,18%,52%,56%,28132,19.70,60%
2.61872E+11,7%,72%,59%,44480,20.20,18%
2.61881E+11,13%,47%,64%,43325,19.60,41%
2.61884E+11,10%,63%,74%,48971,21.70,7%
2.61893E+11,7%,62%,91%,73828,20.10,21%
2.61899E+11,4%,73%,90%,77314,21.10,19%
2.61899E+11,8%,73%,85%,73707,20.30,22%
2.61905E+11,7%,69%,83%,72207,21.10,11%
2.6191E+11,10%,43%,66%,36694,19.60,32%
2.61917E+11,5%,59%,77%,53243,20.00,46%
2.61925E+11,11%,55%,84%,47168,19.50,38%
2.61941E+11,6%,58%,56%,35742,20.00,21%
2.61947E+11,16%,62%,54%,28056,20.00,44%
2.61953E+11,11%,63%,65%,31326,20.60,29%
2.61958E+11,5%,55%,62%,43079,19.80,29%
2.61962E+11,14%,58%,42%,38017,18.60,53%
2.6198E+11,11%,55%,73%,48370,19.30,27%
2.61983E+11,4%,80%,86%,88102,22.10,14%
2.61989E+11,9%,51%,80%,48450,18.90,37%
2.61992E+11,8%,57%,66%,43460,19.40,32%
2.61995E+11,13%,68%,73%,54143,19.10,57%
2.61995E+11,7%,77%,57%,34257,19.30,59%
2.62001E+11,14%,47%,62%,41655,18.90,47%
2.62005E+11,9%,40%,69%,40374,20.10,40%
2.62007E+11,6%,52%,67%,49609,19.10,48%
2.62016E+11,10%,54%,66%,48871,18.10,57%
2.62028E+11,9%,68%,58%,49653,19.90,33%
2.62031E+11,12%,47%,76%,47888,20.00,32%
2.62034E+11,4%,76%,63%,77531,18.80,48%
2.62038E+11,13%,61%,81%,53821,21.00,39%
2.6204E+11,9%,43%,65%,42528,19.50,54%
2.62055E+11,6%,71%,88%,58798,20.70,12%
2.62061E+11,15%,49%,57%,38125,18.60,48%
2.62067E+11,11%,68%,75%,68681,19.90,19%
2.6207E+11,7%,60%,80%,47833,18.10,37%
2.62073E+11,8%,84%,78%,92188,22.50,15%
2.62082E+11,4%,75%,87%,67936,22.40,18%
2.62085E+11,9%,50%,56%,38402,19.10,44%
2.62088E+11,9%,80%,75%,62917,20.00,30%
2.62091E+11,18%,53%,70%,32525,19.30,42%
2.62094E+11,13%,52%,79%,46556,18.60,34%
2.62098E+11,9%,57%,82%,50849,20.10,25%
2.62112E+11,6%,67%,78%,64531,18.70,35%
2.62115E+11,5%,81%,56%,47511,17.20,68%
2.62115E+11,12%,52%,55%,32634,16.70,66%
2.62115E+11,,,,,16.20,61%
2.62118E+11,16%,54%,49%,35321,20.00,28%
2.62118E+11,15%,52%,55%,30321,19.70,32%
2.62121E+11,13%,51%,57%,44102,19.50,47%
2.62124E+11,8%,59%,77%,55140,20.90,41%
2.62139E+11,8%,69%,63%,51977,21.40,34%
2.62145E+11,10%,57%,68%,56208,19.20,32%
2.62157E+11,11%,60%,85%,62604,18.20,39%
2.6216E+11,18%,36%,52%,43869,18.00,66%
2.62169E+11,14%,58%,61%,54005,20.10,17%
2.62184E+11,4%,76%,85%,82292,21.40,10%
2.62184E+11,7%,66%,70%,65388,20.10,25%
2.62184E+11,7%,73%,84%,61861,21.30,20%
2.62187E+11,5%,72%,64%,58186,19.70,26%
2.62187E+11,6%,68%,91%,92825,20.10,19%
2.62205E+11,10%,68%,78%,70250,21.10,20%
2.6222E+11,13%,58%,35%,31086,20.00,29%
2.62229E+11,9%,69%,58%,37813,16.90,76%
2.62232E+11,17%,36%,29%,23750,19.60,46%
2.62238E+11,7%,73%,89%,72281,21.00,14%
2.62241E+11,11%,64%,38%,42100,19.50,34%
2.62247E+11,13%,41%,55%,27635,19.20,40%
2.6225E+11,11%,48%,69%,41698,19.70,51%
2.62262E+11,12%,51%,69%,50101,19.10,39%
2.62274E+11,10%,52%,76%,46810,20.00,42%
2.6228E+11,13%,47%,71%,38250,17.50,59%
2.62286E+11,14%,43%,67%,39561,20.10,45%
2.62297E+11,6%,79%,56%,50150,21.00,28%
2.62298E+11,8%,52%,83%,53891,18.60,28%
2.62304E+11,9%,66%,73%,48875,21.10,16%
2.62307E+11,3%,81%,80%,56792,19.90,18%
2.6231E+11,10%,52%,70%,53690,18.00,31%
2.62313E+11,13%,56%,58%,43856,19.20,38%
2.62316E+11,13%,56%,58%,43856,19.90,57%
2.62325E+11,8%,59%,77%,55140,22.20,9%
2.62328E+11,10%,44%,64%,42547,17.40,50%
2.62331E+11,8%,52%,65%,46512,20.40,28%
2.62346E+11,16%,42%,53%,30107,18.20,66%
2.62349E+11,7%,54%,93%,69778,20.60,31%
2.62352E+11,6%,51%,70%,44393,20.10,34%
2.62355E+11,11%,54%,44%,37663,18.70,33%
2.62361E+11,9%,62%,74%,49904,18.50,39%
2.62367E+11,14%,53%,79%,41335,17.80,64%
2.62379E+11,21%,51%,55%,34221,19.60,39%
2.62382E+11,14%,70%,53%,30326,22.30,23%
2.62382E+11,6%,85%,89%,70515,23.00,13%
2.62385E+11,5%,78%,82%,72779,20.10,19%
2.62391E+11,18%,53%,81%,48063,19.90,35%
2.624E+11,15%,45%,80%,33813,20.20,51%
2.62412E+11,7%,71%,96%,52056,21.10,26%
2.62415E+11,10%,43%,52%,42730,18.00,40%
2.62418E+11,6%,63%,64%,51331,19.40,37%
2.62442E+11,21%,52%,64%,34063,19.10,53%
2.62457E+11,13%,47%,67%,45302,19.10,38%
2.6246E+11,16%,41%,70%,37643,18.60,53%
2.62463E+11,13%,55%,72%,55806,17.50,44%
2.62469E+11,17%,63%,47%,39778,16.70,81%
2.62472E+11,30%,40%,37%,18438,17.40,69%
2.62475E+11,5%,78%,36%,24471,21.50,25%
2.62481E+11,15%,56%,76%,38728,19.90,35%
2.62484E+11,25%,39%,28%,27852,16.90,79%
2.62496E+11,8%,69%,62%,56720,19.70,29%
2.62502E+11,11%,70%,74%,39848,20.40,16%
2.62514E+11,9%,65%,50%,52941,22.70,25%
2.62523E+11,13%,56%,75%,52569,17.30,41%
2.62529E+11,11%,58%,85%,51095,21.30,18%
2.62532E+11,11%,46%,74%,44559,19.10,46%
2.62535E+11,13%,45%,51%,31403,18.50,35%
2.6254E+11,4%,64%,87%,60927,20.80,19%
2.62556E+11,16%,51%,56%,33109,19.50,47%
2.62556E+11,16%,51%,56%,33109,21.20,33%
2.62565E+11,9%,47%,70%,45125,17.80,42%
2.62568E+11,10%,53%,64%,50049,19.90,31%
2.62574E+11,10%,92%,87%,113672,23.80,7%
2.62574E+11,6%,92%,92%,106302,22.00,16%
2.62578E+11,9%,49%,67%,38583,18.60,47%
2.6258E+11,9%,76%,81%,56893,20.80,18%
2.62595E+11,12%,57%,79%,44323,20.50,30%
2.62598E+11,4%,96%,94%,180125,25.10,5%
2.62601E+11,12%,59%,66%,42559,19.00,33%
2.62604E+11,17%,53%,78%,48500,19.80,24%
2.62613E+11,6%,92%,79%,97578,24.30,6%
2.62622E+11,15%,50%,44%,34110,18.10,43%
2.62628E+11,6%,93%,85%,87825,24.80,15%
2.62637E+11,11%,52%,74%,45985,19.90,31%
2.6264E+11,20%,42%,60%,34744,18.90,43%
2.62649E+11,7%,58%,88%,49564,18.60,32%
2.62652E+11,8%,66%,58%,47013,19.20,25%
2.62655E+11,16%,54%,69%,34492,17.50,45%
2.62676E+11,14%,47%,58%,32011,17.80,53%
2.62694E+11,7%,66%,88%,45663,22.10,44%
2.62697E+11,14%,55%,58%,32983,18.60,56%
2.62706E+11,11%,50%,71%,47313,20.60,24%
2.62715E+11,11%,49%,72%,51618,20.70,24%
2.62721E+11,8%,60%,62%,39940,18.90,46%
2.62724E+11,11%,64%,75%,57244,20.70,15%
2.62742E+11,15%,70%,54%,37169,18.70,40%
2.62766E+11,6%,76%,82%,63631,21.10,31%
2.62769E+11,13%,44%,75%,41221,17.80,41%
2.62772E+11,11%,57%,61%,42282,19.50,42%
2.62781E+11,12%,62%,47%,39643,18.30,30%
2.6279E+11,13%,55%,72%,55806,19.90,30%
2.62793E+11,6%,78%,59%,40545,20.80,23%
2.62796E+11,7%,70%,75%,64941,21.70,10%
2.62814E+11,7%,64%,72%,60488,20.00,13%
2.62817E+11,12%,49%,74%,42092,19.20,37%
2.6282E+11,10%,48%,73%,47564,18.80,37%
2.6285E+11,10%,49%,73%,41929,19.00,43%
2.62853E+11,9%,58%,80%,47000,20.70,23%
2.62856E+11,6%,77%,91%,105640,22.50,11%
2.62856E+11,6%,95%,99%,108376,22.80,12%
2.62856E+11,6%,77%,91%,105640,22.50,11%
2.62874E+11,14%,43%,33%,33023,14.60,68%
2.62883E+11,6%,76%,37%,32347,19.60,29%
2.62883E+11,23%,59%,46%,32813,17.50,48%
2.62889E+11,9%,83%,75%,26327,23.30,22%
2.62895E+11,6%,81%,66%,39973,22.60,13%
2.62895E+11,10%,76%,70%,45625,21.80,18%
2.62912E+11,7%,70%,75%,64941,19.50,24%
2.62916E+11,10%,68%,63%,55000,18.70,26%
2.62922E+11,7%,47%,70%,39708,19.50,27%
2.62925E+11,9%,51%,61%,51136,19.60,28%
2.62934E+11,12%,60%,67%,47165,19.70,39%
2.62937E+11,10%,49%,77%,50275,19.30,29%
2.6294E+11,13%,45%,72%,41552,19.10,41%
2.62946E+11,15%,59%,61%,61739,17.30,56%
2.62946E+11,15%,59%,61%,61739,12.50,86%
2.62949E+11,12%,50%,53%,35410,18.40,43%
2.62952E+11,9%,60%,74%,49156,20.60,28%
2.62954E+11,16%,62%,64%,46324,18.70,32%
2.62967E+11,8%,62%,73%,47230,19.80,20%
2.62976E+11,23%,26%,47%,33047,15.40,86%
2.62979E+11,3%,75%,74%,50000,19.50,36%
2.62991E+11,9%,54%,70%,37117,20.70,23%
2.62994E+11,7%,86%,92%,77351,23.80,8%
2.62994E+11,6%,91%,85%,82407,22.10,20%
2.62994E+11,5%,92%,92%,134853,24.80,5%
2.63003E+11,9%,74%,86%,59773,22.20,6%
2.63006E+11,19%,54%,74%,34522,20.90,35%
2.63012E+11,9%,44%,61%,43400,17.10,63%
2.63021E+11,7%,52%,17%,30643,17.90,60%
2.6303E+11,5%,80%,80%,52580,21.90,18%
2.63036E+11,16%,58%,83%,48852,20.00,43%
2.63039E+11,19%,36%,36%,35156,23.70,42%
2.63039E+11,7%,61%,54%,47310,15.80,89%
2.63039E+11,34%,35%,4%,17113,14.60,89%
2.63045E+11,7%,79%,88%,70179,20.30,28%
2.63048E+11,14%,44%,84%,44408,19.60,34%
2.63066E+11,5%,93%,96%,134500,24.40,6%
2.63078E+11,12%,43%,45%,42409,20.00,30%
2.63084E+11,15%,45%,69%,36401,20.40,40%
2.63093E+11,9%,57%,81%,51702,19.30,32%
2.63096E+11,6%,72%,79%,60018,22.10,24%
2.63099E+11,8%,62%,53%,35923,19.60,27%
2.63102E+11,7%,65%,87%,50326,21.80,16%
2.63138E+11,9%,63%,66%,47679,19.80,29%
2.63222E+11,9%,67%,66%,48583,18.40,50%
2.63225E+11,5%,67%,89%,94688,21.80,18%
2.63225E+11,5%,77%,87%,68772,22.40,11%
2.63228E+11,12%,67%,64%,54637,17.60,49%
2.6323E+11,5%,73%,54%,45057,19.40,48%
2.63231E+11,12%,73%,40%,45553,16.00,52%
2.63231E+11,17%,83%,78%,61250,16.30,48%
2.63231E+11,12%,73%,40%,45553,21.00,22%
2.63234E+11,6%,62%,84%,44854,19.80,27%
2.63237E+11,9%,54%,55%,40703,19.70,28%
2.63255E+11,4%,75%,88%,55513,22.00,13%
2.63261E+11,8%,56%,71%,51150,19.60,44%
2.63264E+11,9%,53%,80%,44951,18.20,35%
2.63267E+11,7%,56%,77%,49267,20.00,27%
2.63282E+11,6%,68%,64%,42808,21.00,18%
2.63285E+11,5%,70%,89%,44583,22.80,16%
2.63288E+11,12%,46%,56%,30529,19.20,42%
2.63291E+11,12%,49%,57%,28792,19.60,42%
